"","Pandemic","Diagnosis","Type","Diffdays","Counts"
"5104","Non-pandemic","Pneumonia","Service to Admission",12,167.666666666667
"5105","Non-pandemic","Pneumonia","Service to Admission",13,171.666666666667
"5106","Non-pandemic","Pneumonia","Service to Admission",14,179
"5107","Non-pandemic","Pneumonia","Service to Admission",15,146.333333333333
"5108","Non-pandemic","Pneumonia","Service to Admission",16,137.666666666667
"5109","Non-pandemic","Pneumonia","Service to Admission",17,126
"5110","Non-pandemic","Pneumonia","Service to Admission",18,142.666666666667
"5111","Non-pandemic","Pneumonia","Service to Admission",19,127
"5112","Non-pandemic","Pneumonia","Service to Admission",20,134.666666666667
"5113","Non-pandemic","Pneumonia","Service to Admission",21,129.333333333333
"5114","Non-pandemic","Pneumonia","Service to Admission",22,132
"5115","Non-pandemic","Pneumonia","Service to Admission",23,117
"5116","Non-pandemic","Pneumonia","Service to Admission",24,103.666666666667
"5117","Non-pandemic","Pneumonia","Service to Admission",25,112
"5118","Non-pandemic","Pneumonia","Service to Admission",26,123.666666666667
"5119","Non-pandemic","Pneumonia","Service to Admission",27,113.333333333333
"5120","Non-pandemic","Pneumonia","Service to Admission",28,116.666666666667
"5121","Non-pandemic","Pneumonia","Service to Admission",29,102.666666666667
"5122","Non-pandemic","Pneumonia","Service to Admission",30,103
"5123","Non-pandemic","Pneumonia","Service to Admission",31,106
"5124","Non-pandemic","Pneumonia","Service to Admission",32,91
"5125","Non-pandemic","Pneumonia","Service to Admission",33,93.6666666666667
"5126","Non-pandemic","Pneumonia","Service to Admission",34,108.333333333333
"5127","Non-pandemic","Pneumonia","Service to Admission",35,112
"5128","Non-pandemic","Pneumonia","Service to Admission",36,91
"5129","Non-pandemic","Pneumonia","Service to Admission",37,93
"5130","Non-pandemic","Pneumonia","Service to Admission",38,90.6666666666667
"5131","Non-pandemic","Pneumonia","Service to Admission",39,93.6666666666667
"5132","Non-pandemic","Pneumonia","Service to Admission",40,79
"5133","Non-pandemic","Pneumonia","Service to Admission",41,88.6666666666667
"5134","Non-pandemic","Pneumonia","Service to Admission",42,103.666666666667
"5135","Non-pandemic","Pneumonia","Service to Admission",43,90.6666666666667
"5136","Non-pandemic","Pneumonia","Service to Admission",44,83.3333333333333
"5137","Non-pandemic","Pneumonia","Service to Admission",45,82.3333333333333
"5138","Non-pandemic","Pneumonia","Service to Admission",46,89.3333333333333
"5139","Non-pandemic","Pneumonia","Service to Admission",47,82
"5140","Non-pandemic","Pneumonia","Service to Admission",48,85.3333333333333
"5141","Non-pandemic","Pneumonia","Service to Admission",49,92
"5142","Non-pandemic","Pneumonia","Service to Admission",50,83
"5143","Non-pandemic","Pneumonia","Service to Admission",51,83.3333333333333
"5144","Non-pandemic","Pneumonia","Service to Admission",52,78.6666666666667
"5145","Non-pandemic","Pneumonia","Service to Admission",53,82
"5146","Non-pandemic","Pneumonia","Service to Admission",54,73.6666666666667
"5147","Non-pandemic","Pneumonia","Service to Admission",55,91
"5148","Non-pandemic","Pneumonia","Service to Admission",56,86.3333333333333
"5149","Non-pandemic","Pneumonia","Service to Admission",57,81.3333333333333
"5150","Non-pandemic","Pneumonia","Service to Admission",58,66.3333333333333
"5151","Non-pandemic","Pneumonia","Service to Admission",59,75.3333333333333
"5152","Non-pandemic","Pneumonia","Service to Admission",60,74.3333333333333
"5153","Non-pandemic","Pneumonia","Service to Admission",61,69.3333333333333
"5154","Non-pandemic","Pneumonia","Service to Admission",62,84.6666666666667
"5155","Non-pandemic","Pneumonia","Service to Admission",63,81
"5156","Non-pandemic","Pneumonia","Service to Admission",64,83
"5157","Non-pandemic","Pneumonia","Service to Admission",65,75.6666666666667
"5158","Non-pandemic","Pneumonia","Service to Admission",66,74.6666666666667
"5159","Non-pandemic","Pneumonia","Service to Admission",67,73.6666666666667
"5160","Non-pandemic","Pneumonia","Service to Admission",68,78.6666666666667
"5161","Non-pandemic","Pneumonia","Service to Admission",69,72.6666666666667
"5162","Non-pandemic","Pneumonia","Service to Admission",70,84.3333333333333
"5163","Non-pandemic","Pneumonia","Service to Admission",71,79.6666666666667
"5164","Non-pandemic","Pneumonia","Service to Admission",72,68.6666666666667
"5165","Non-pandemic","Pneumonia","Service to Admission",73,75.6666666666667
"5166","Non-pandemic","Pneumonia","Service to Admission",74,74
"5167","Non-pandemic","Pneumonia","Service to Admission",75,72
"5168","Non-pandemic","Pneumonia","Service to Admission",76,74.3333333333333
"5169","Non-pandemic","Pneumonia","Service to Admission",77,70
"5170","Non-pandemic","Pneumonia","Service to Admission",78,75.6666666666667
"5171","Non-pandemic","Pneumonia","Service to Admission",79,70.3333333333333
"5172","Non-pandemic","Pneumonia","Service to Admission",80,62.3333333333333
"5173","Non-pandemic","Pneumonia","Service to Admission",81,61.3333333333333
"5174","Non-pandemic","Pneumonia","Service to Admission",82,70.3333333333333
"5175","Non-pandemic","Pneumonia","Service to Admission",83,78
"5176","Non-pandemic","Pneumonia","Service to Admission",84,75.3333333333333
"5177","Non-pandemic","Pneumonia","Service to Admission",85,68
"5178","Non-pandemic","Pneumonia","Service to Admission",86,63.3333333333333
"5179","Non-pandemic","Pneumonia","Service to Admission",87,63.6666666666667
"5180","Non-pandemic","Pneumonia","Service to Admission",88,63.3333333333333
"5181","Non-pandemic","Pneumonia","Service to Admission",89,62.6666666666667
"5182","Non-pandemic","Pneumonia","Service to Admission",90,65.6666666666667
"5183","Non-pandemic","Pneumonia","Service to Admission",91,72.6666666666667
"5184","Non-pandemic","Pneumonia","Service to Admission",92,73
"5185","Non-pandemic","Pneumonia","Service to Admission",93,60.6666666666667
"5186","Non-pandemic","Pneumonia","Service to Admission",94,60
"5187","Non-pandemic","Pneumonia","Service to Admission",95,59.3333333333333
"5188","Non-pandemic","Pneumonia","Service to Admission",96,59.6666666666667
"5189","Non-pandemic","Pneumonia","Service to Admission",97,64.6666666666667
"5190","Non-pandemic","Pneumonia","Service to Admission",98,75.6666666666667
"5191","Non-pandemic","Pneumonia","Service to Admission",99,66
"5192","Non-pandemic","Pneumonia","Service to Admission",100,61
"5193","Non-pandemic","Pneumonia","Service to Admission",101,60.6666666666667
"5194","Non-pandemic","Pneumonia","Service to Admission",102,61
"5195","Non-pandemic","Pneumonia","Service to Admission",103,71
"5196","Non-pandemic","Pneumonia","Service to Admission",104,62.3333333333333
"5197","Non-pandemic","Pneumonia","Service to Admission",105,70.6666666666667
"5198","Non-pandemic","Pneumonia","Service to Admission",106,62.6666666666667
"5199","Non-pandemic","Pneumonia","Service to Admission",107,63
"5200","Non-pandemic","Pneumonia","Service to Admission",108,51.3333333333333
"5201","Non-pandemic","Pneumonia","Service to Admission",109,56.6666666666667
"5202","Non-pandemic","Pneumonia","Service to Admission",110,59
"5203","Non-pandemic","Pneumonia","Service to Admission",111,58.6666666666667
"5204","Non-pandemic","Pneumonia","Service to Admission",112,66.3333333333333
"5205","Non-pandemic","Pneumonia","Service to Admission",113,58.6666666666667
"5206","Non-pandemic","Pneumonia","Service to Admission",114,57.6666666666667
"5207","Non-pandemic","Pneumonia","Service to Admission",115,53
"5208","Non-pandemic","Pneumonia","Service to Admission",116,60.3333333333333
"5209","Non-pandemic","Pneumonia","Service to Admission",117,55.3333333333333
"5210","Non-pandemic","Pneumonia","Service to Admission",118,56.6666666666667
"5211","Non-pandemic","Pneumonia","Service to Admission",119,61
"5212","Non-pandemic","Pneumonia","Service to Admission",120,58
"5213","Non-pandemic","Pneumonia","Service to Admission",121,51
"5214","Non-pandemic","Pneumonia","Service to Admission",122,56
"5215","Non-pandemic","Pneumonia","Service to Admission",123,55
"5216","Non-pandemic","Pneumonia","Service to Admission",124,56.3333333333333
"5217","Non-pandemic","Pneumonia","Service to Admission",125,56.3333333333333
"5218","Non-pandemic","Pneumonia","Service to Admission",126,60.6666666666667
"5219","Non-pandemic","Pneumonia","Service to Admission",127,63.6666666666667
"5220","Non-pandemic","Pneumonia","Service to Admission",128,49
"5221","Non-pandemic","Pneumonia","Service to Admission",129,55.3333333333333
"5222","Non-pandemic","Pneumonia","Service to Admission",130,53.3333333333333
"5223","Non-pandemic","Pneumonia","Service to Admission",131,49.6666666666667
"5224","Non-pandemic","Pneumonia","Service to Admission",132,58
"5225","Non-pandemic","Pneumonia","Service to Admission",133,56.6666666666667
"5226","Non-pandemic","Pneumonia","Service to Admission",134,59.3333333333333
"5227","Non-pandemic","Pneumonia","Service to Admission",135,48.6666666666667
"5228","Non-pandemic","Pneumonia","Service to Admission",136,49.6666666666667
"5229","Non-pandemic","Pneumonia","Service to Admission",137,46
"5230","Non-pandemic","Pneumonia","Service to Admission",138,49.3333333333333
"5231","Non-pandemic","Pneumonia","Service to Admission",139,56.3333333333333
"5232","Non-pandemic","Pneumonia","Service to Admission",140,55.6666666666667
"5233","Non-pandemic","Pneumonia","Service to Admission",141,60.6666666666667
"5234","Non-pandemic","Pneumonia","Service to Admission",142,46
"5235","Non-pandemic","Pneumonia","Service to Admission",143,50.3333333333333
"5236","Non-pandemic","Pneumonia","Service to Admission",144,52
"5237","Non-pandemic","Pneumonia","Service to Admission",145,51.6666666666667
"5238","Non-pandemic","Pneumonia","Service to Admission",146,57.3333333333333
"5239","Non-pandemic","Pneumonia","Service to Admission",147,46.6666666666667
"5240","Non-pandemic","Pneumonia","Service to Admission",148,50.3333333333333
"5241","Non-pandemic","Pneumonia","Service to Admission",149,45
"5242","Non-pandemic","Pneumonia","Service to Admission",150,49
"5243","Non-pandemic","Pneumonia","Service to Admission",151,52.3333333333333
"5244","Non-pandemic","Pneumonia","Service to Admission",152,50.6666666666667
"5245","Non-pandemic","Pneumonia","Service to Admission",153,47.3333333333333
"5246","Non-pandemic","Pneumonia","Service to Admission",154,47.6666666666667
"5247","Non-pandemic","Pneumonia","Service to Admission",155,46.6666666666667
"5248","Non-pandemic","Pneumonia","Service to Admission",156,49
"5249","Non-pandemic","Pneumonia","Service to Admission",157,47
"5250","Non-pandemic","Pneumonia","Service to Admission",158,39.3333333333333
"5251","Non-pandemic","Pneumonia","Service to Admission",159,43.6666666666667
"5252","Non-pandemic","Pneumonia","Service to Admission",160,46.3333333333333
"5253","Non-pandemic","Pneumonia","Service to Admission",161,53.3333333333333
"5254","Non-pandemic","Pneumonia","Service to Admission",162,41.3333333333333
"5255","Non-pandemic","Pneumonia","Service to Admission",163,39.3333333333333
"5256","Non-pandemic","Pneumonia","Service to Admission",164,45.6666666666667
"5257","Non-pandemic","Pneumonia","Service to Admission",165,40
"5258","Non-pandemic","Pneumonia","Service to Admission",166,41
"5259","Non-pandemic","Pneumonia","Service to Admission",167,42.3333333333333
"5260","Non-pandemic","Pneumonia","Service to Admission",168,44.6666666666667
"5261","Non-pandemic","Pneumonia","Service to Admission",169,40
"5262","Non-pandemic","Pneumonia","Service to Admission",170,36
"5263","Non-pandemic","Pneumonia","Service to Admission",171,44.3333333333333
"5264","Non-pandemic","Pneumonia","Service to Admission",172,43
"5265","Non-pandemic","Pneumonia","Service to Admission",173,42
"5266","Non-pandemic","Pneumonia","Service to Admission",174,39.6666666666667
"5267","Non-pandemic","Pneumonia","Service to Admission",175,41.6666666666667
"5268","Non-pandemic","Pneumonia","Service to Admission",176,40.6666666666667
"5269","Non-pandemic","Pneumonia","Service to Admission",177,39
"5270","Non-pandemic","Pneumonia","Service to Admission",178,44
"5271","Non-pandemic","Pneumonia","Service to Admission",179,46
"5272","Non-pandemic","Pneumonia","Service to Admission",180,41.6666666666667
"5273","Non-pandemic","Pneumonia","Service to Admission",181,43.3333333333333
"5274","Non-pandemic","Pneumonia","Service to Admission",182,36
"5275","Non-pandemic","Pneumonia","Service to Admission",183,39.6666666666667
"5276","Non-pandemic","Pneumonia","Service to Admission",184,33.6666666666667
"5277","Non-pandemic","Pneumonia","Service to Admission",185,39.6666666666667
"5278","Non-pandemic","Pneumonia","Service to Admission",186,35
"5279","Non-pandemic","Pneumonia","Service to Admission",187,35
"5280","Non-pandemic","Pneumonia","Service to Admission",188,41.3333333333333
"5281","Non-pandemic","Pneumonia","Service to Admission",189,36.3333333333333
"5282","Non-pandemic","Pneumonia","Service to Admission",190,38.3333333333333
"5283","Non-pandemic","Pneumonia","Service to Admission",191,36.6666666666667
"5284","Non-pandemic","Pneumonia","Service to Admission",192,41
"5285","Non-pandemic","Pneumonia","Service to Admission",193,38
"5286","Non-pandemic","Pneumonia","Service to Admission",194,30.3333333333333
"5287","Non-pandemic","Pneumonia","Service to Admission",195,39.6666666666667
"5288","Non-pandemic","Pneumonia","Service to Admission",196,42.6666666666667
"5289","Non-pandemic","Pneumonia","Service to Admission",197,34.3333333333333
"5290","Non-pandemic","Pneumonia","Service to Admission",198,33.6666666666667
"5291","Non-pandemic","Pneumonia","Service to Admission",199,34.6666666666667
"5292","Non-pandemic","Pneumonia","Service to Admission",200,31
"5293","Non-pandemic","Pneumonia","Service to Admission",201,39.6666666666667
"5294","Non-pandemic","Pneumonia","Service to Admission",202,29.6666666666667
"5295","Non-pandemic","Pneumonia","Service to Admission",203,31
"5296","Non-pandemic","Pneumonia","Service to Admission",204,38.3333333333333
"5297","Non-pandemic","Pneumonia","Service to Admission",205,24.3333333333333
"5298","Non-pandemic","Pneumonia","Service to Admission",206,38
"5299","Non-pandemic","Pneumonia","Service to Admission",207,32
"5300","Non-pandemic","Pneumonia","Service to Admission",208,34
"5301","Non-pandemic","Pneumonia","Service to Admission",209,34.3333333333333
"5302","Non-pandemic","Pneumonia","Service to Admission",210,39
"5303","Non-pandemic","Pneumonia","Service to Admission",211,27.6666666666667
"5304","Non-pandemic","Pneumonia","Service to Admission",212,33.3333333333333
"5305","Non-pandemic","Pneumonia","Service to Admission",213,31.6666666666667
"5306","Non-pandemic","Pneumonia","Service to Admission",214,26.6666666666667
"5307","Non-pandemic","Pneumonia","Service to Admission",215,33
"5308","Non-pandemic","Pneumonia","Service to Admission",216,34
"5309","Non-pandemic","Pneumonia","Service to Admission",217,29.6666666666667
"5310","Non-pandemic","Pneumonia","Service to Admission",218,37.3333333333333
"5311","Non-pandemic","Pneumonia","Service to Admission",219,25
"5312","Non-pandemic","Pneumonia","Service to Admission",220,28.3333333333333
"5313","Non-pandemic","Pneumonia","Service to Admission",221,33.3333333333333
"5314","Non-pandemic","Pneumonia","Service to Admission",222,29.6666666666667
"5315","Non-pandemic","Pneumonia","Service to Admission",223,34
"5316","Non-pandemic","Pneumonia","Service to Admission",224,33.3333333333333
"5317","Non-pandemic","Pneumonia","Service to Admission",225,28.6666666666667
"5318","Non-pandemic","Pneumonia","Service to Admission",226,27.3333333333333
"5319","Non-pandemic","Pneumonia","Service to Admission",227,28.3333333333333
"5320","Non-pandemic","Pneumonia","Service to Admission",228,23.6666666666667
"5321","Non-pandemic","Pneumonia","Service to Admission",229,29.6666666666667
"5322","Non-pandemic","Pneumonia","Service to Admission",230,31.6666666666667
"5323","Non-pandemic","Pneumonia","Service to Admission",231,30
"5324","Non-pandemic","Pneumonia","Service to Admission",232,26
"5325","Non-pandemic","Pneumonia","Service to Admission",233,29.6666666666667
"5326","Non-pandemic","Pneumonia","Service to Admission",234,32.3333333333333
"5327","Non-pandemic","Pneumonia","Service to Admission",235,23.6666666666667
"5328","Non-pandemic","Pneumonia","Service to Admission",236,26.6666666666667
"5329","Non-pandemic","Pneumonia","Service to Admission",237,27.3333333333333
"5330","Non-pandemic","Pneumonia","Service to Admission",238,29.3333333333333
"5331","Non-pandemic","Pneumonia","Service to Admission",239,29.3333333333333
"5332","Non-pandemic","Pneumonia","Service to Admission",240,24
"5333","Non-pandemic","Pneumonia","Service to Admission",241,29.3333333333333
"5334","Non-pandemic","Pneumonia","Service to Admission",242,24
"5335","Non-pandemic","Pneumonia","Service to Admission",243,23.6666666666667
"5336","Non-pandemic","Pneumonia","Service to Admission",244,24.6666666666667
"5337","Non-pandemic","Pneumonia","Service to Admission",245,24.3333333333333
"5338","Non-pandemic","Pneumonia","Service to Admission",246,22.6666666666667
"5339","Non-pandemic","Pneumonia","Service to Admission",247,27
"5340","Non-pandemic","Pneumonia","Service to Admission",248,25.6666666666667
"5341","Non-pandemic","Pneumonia","Service to Admission",249,24
"5342","Non-pandemic","Pneumonia","Service to Admission",250,20
"5343","Non-pandemic","Pneumonia","Service to Admission",251,25
"5344","Non-pandemic","Pneumonia","Service to Admission",252,24.6666666666667
"5345","Non-pandemic","Pneumonia","Service to Admission",253,23
"5346","Non-pandemic","Pneumonia","Service to Admission",254,21.6666666666667
"5347","Non-pandemic","Pneumonia","Service to Admission",255,22.3333333333333
"5348","Non-pandemic","Pneumonia","Service to Admission",256,22.6666666666667
"5349","Non-pandemic","Pneumonia","Service to Admission",257,21
"5350","Non-pandemic","Pneumonia","Service to Admission",258,22.6666666666667
"5351","Non-pandemic","Pneumonia","Service to Admission",259,21.3333333333333
"5352","Non-pandemic","Pneumonia","Service to Admission",260,26.3333333333333
"5353","Non-pandemic","Pneumonia","Service to Admission",261,20
"5354","Non-pandemic","Pneumonia","Service to Admission",262,25
"5355","Non-pandemic","Pneumonia","Service to Admission",263,17.6666666666667
"5356","Non-pandemic","Pneumonia","Service to Admission",264,17.6666666666667
"5357","Non-pandemic","Pneumonia","Service to Admission",265,25
"5358","Non-pandemic","Pneumonia","Service to Admission",266,22
"5359","Non-pandemic","Pneumonia","Service to Admission",267,23.6666666666667
"5360","Non-pandemic","Pneumonia","Service to Discharge",2,4375
"5361","Non-pandemic","Pneumonia","Service to Discharge",3,4278.33333333333
"5362","Non-pandemic","Pneumonia","Service to Discharge",4,3644.66666666667
"5363","Non-pandemic","Pneumonia","Service to Discharge",5,3080.33333333333
"5364","Non-pandemic","Pneumonia","Service to Discharge",6,2622.66666666667
"5365","Non-pandemic","Pneumonia","Service to Discharge",7,2253.33333333333
"5366","Non-pandemic","Pneumonia","Service to Discharge",8,1876.33333333333
"5367","Non-pandemic","Pneumonia","Service to Discharge",9,1554
"5368","Non-pandemic","Pneumonia","Service to Discharge",10,1370.66666666667
"5369","Non-pandemic","Pneumonia","Service to Discharge",11,1137.66666666667
"5370","Non-pandemic","Pneumonia","Service to Discharge",12,988.333333333333
"5371","Non-pandemic","Pneumonia","Service to Discharge",13,903
"5372","Non-pandemic","Pneumonia","Service to Discharge",14,839
"5373","Non-pandemic","Pneumonia","Service to Discharge",15,699.333333333333
"5374","Non-pandemic","Pneumonia","Service to Discharge",16,627.666666666667
"5375","Non-pandemic","Pneumonia","Service to Discharge",17,590.333333333333
"5376","Non-pandemic","Pneumonia","Service to Discharge",18,519
"5377","Non-pandemic","Pneumonia","Service to Discharge",19,459
"5378","Non-pandemic","Pneumonia","Service to Discharge",20,460.666666666667
"5379","Non-pandemic","Pneumonia","Service to Discharge",21,410
"5380","Non-pandemic","Pneumonia","Service to Discharge",22,383
"5381","Non-pandemic","Pneumonia","Service to Discharge",23,341.333333333333
"5382","Non-pandemic","Pneumonia","Service to Discharge",24,326
"5383","Non-pandemic","Pneumonia","Service to Discharge",25,295.666666666667
"5384","Non-pandemic","Pneumonia","Service to Discharge",26,281.333333333333
"5385","Non-pandemic","Pneumonia","Service to Discharge",27,267
"5386","Non-pandemic","Pneumonia","Service to Discharge",28,262.666666666667
"5387","Non-pandemic","Pneumonia","Service to Discharge",29,256.666666666667
"5388","Non-pandemic","Pneumonia","Service to Discharge",30,232.333333333333
"5389","Non-pandemic","Pneumonia","Service to Discharge",31,230.666666666667
"5390","Non-pandemic","Pneumonia","Service to Discharge",32,209.333333333333
"5391","Non-pandemic","Pneumonia","Service to Discharge",33,187.666666666667
"5392","Non-pandemic","Pneumonia","Service to Discharge",34,197
"5393","Non-pandemic","Pneumonia","Service to Discharge",35,193.666666666667
"5394","Non-pandemic","Pneumonia","Service to Discharge",36,175.333333333333
"5395","Non-pandemic","Pneumonia","Service to Discharge",37,182.666666666667
"5396","Non-pandemic","Pneumonia","Service to Discharge",38,166
"5397","Non-pandemic","Pneumonia","Service to Discharge",39,148.666666666667
"5398","Non-pandemic","Pneumonia","Service to Discharge",40,147.666666666667
"5399","Non-pandemic","Pneumonia","Service to Discharge",41,147.333333333333
"5400","Non-pandemic","Pneumonia","Service to Discharge",42,138.666666666667
"5401","Non-pandemic","Pneumonia","Service to Discharge",43,154.666666666667
"5402","Non-pandemic","Pneumonia","Service to Discharge",44,146.333333333333
"5403","Non-pandemic","Pneumonia","Service to Discharge",45,127.666666666667
"5404","Non-pandemic","Pneumonia","Service to Discharge",46,150
"5405","Non-pandemic","Pneumonia","Service to Discharge",47,107
"5406","Non-pandemic","Pneumonia","Service to Discharge",48,130.666666666667
"5407","Non-pandemic","Pneumonia","Service to Discharge",49,123.333333333333
"5408","Non-pandemic","Pneumonia","Service to Discharge",50,126.333333333333
"5409","Non-pandemic","Pneumonia","Service to Discharge",51,113.666666666667
"5410","Non-pandemic","Pneumonia","Service to Discharge",52,113.666666666667
"5411","Non-pandemic","Pneumonia","Service to Discharge",53,120.666666666667
"5412","Non-pandemic","Pneumonia","Service to Discharge",54,107
"5413","Non-pandemic","Pneumonia","Service to Discharge",55,106.333333333333
"5414","Non-pandemic","Pneumonia","Service to Discharge",56,116
"5415","Non-pandemic","Pneumonia","Service to Discharge",57,107.666666666667
"5416","Non-pandemic","Pneumonia","Service to Discharge",58,109.333333333333
"5417","Non-pandemic","Pneumonia","Service to Discharge",59,100
"5418","Non-pandemic","Pneumonia","Service to Discharge",60,95
"5419","Non-pandemic","Pneumonia","Service to Discharge",61,94.6666666666667
"5420","Non-pandemic","Pneumonia","Service to Discharge",62,106
"5421","Non-pandemic","Pneumonia","Service to Discharge",63,95.6666666666667
"5422","Non-pandemic","Pneumonia","Service to Discharge",64,100.333333333333
"5423","Non-pandemic","Pneumonia","Service to Discharge",65,96.3333333333333
"5424","Non-pandemic","Pneumonia","Service to Discharge",66,103
"5425","Non-pandemic","Pneumonia","Service to Discharge",67,83.3333333333333
"5426","Non-pandemic","Pneumonia","Service to Discharge",68,88
"5427","Non-pandemic","Pneumonia","Service to Discharge",69,92.6666666666667
"5428","Non-pandemic","Pneumonia","Service to Discharge",70,102.333333333333
"5429","Non-pandemic","Pneumonia","Service to Discharge",71,100.666666666667
"5430","Non-pandemic","Pneumonia","Service to Discharge",72,88.6666666666667
"5431","Non-pandemic","Pneumonia","Service to Discharge",73,95
"5432","Non-pandemic","Pneumonia","Service to Discharge",74,80
"5433","Non-pandemic","Pneumonia","Service to Discharge",75,79.6666666666667
"5434","Non-pandemic","Pneumonia","Service to Discharge",76,88
"5435","Non-pandemic","Pneumonia","Service to Discharge",77,92.6666666666667
"5436","Non-pandemic","Pneumonia","Service to Discharge",78,85.3333333333333
"5437","Non-pandemic","Pneumonia","Service to Discharge",79,73.6666666666667
"5438","Non-pandemic","Pneumonia","Service to Discharge",80,79.6666666666667
"5439","Non-pandemic","Pneumonia","Service to Discharge",81,78.3333333333333
"5440","Non-pandemic","Pneumonia","Service to Discharge",82,68.3333333333333
"5441","Non-pandemic","Pneumonia","Service to Discharge",83,79
"5442","Non-pandemic","Pneumonia","Service to Discharge",84,75
"5443","Non-pandemic","Pneumonia","Service to Discharge",85,78
"5444","Non-pandemic","Pneumonia","Service to Discharge",86,88
"5445","Non-pandemic","Pneumonia","Service to Discharge",87,82
"5446","Non-pandemic","Pneumonia","Service to Discharge",88,71
"5447","Non-pandemic","Pneumonia","Service to Discharge",89,64.3333333333333
"5448","Non-pandemic","Pneumonia","Service to Discharge",90,72.3333333333333
"5449","Non-pandemic","Pneumonia","Service to Discharge",91,78.3333333333333
"5450","Non-pandemic","Pneumonia","Service to Discharge",92,90.3333333333333
"5451","Non-pandemic","Pneumonia","Service to Discharge",93,74.6666666666667
"5452","Non-pandemic","Pneumonia","Service to Discharge",94,66.3333333333333
"5453","Non-pandemic","Pneumonia","Service to Discharge",95,67.3333333333333
"5454","Non-pandemic","Pneumonia","Service to Discharge",96,67
"5455","Non-pandemic","Pneumonia","Service to Discharge",97,71
"5456","Non-pandemic","Pneumonia","Service to Discharge",98,75.3333333333333
"5457","Non-pandemic","Pneumonia","Service to Discharge",99,67
"5458","Non-pandemic","Pneumonia","Service to Discharge",100,68
"5459","Non-pandemic","Pneumonia","Service to Discharge",101,65.6666666666667
"5460","Non-pandemic","Pneumonia","Service to Discharge",102,63
"5461","Non-pandemic","Pneumonia","Service to Discharge",103,61.3333333333333
"5462","Non-pandemic","Pneumonia","Service to Discharge",104,62.3333333333333
"5463","Non-pandemic","Pneumonia","Service to Discharge",105,70
"5464","Non-pandemic","Pneumonia","Service to Discharge",106,79
"5465","Non-pandemic","Pneumonia","Service to Discharge",107,69.6666666666667
"5466","Non-pandemic","Pneumonia","Service to Discharge",108,62
"5467","Non-pandemic","Pneumonia","Service to Discharge",109,67.3333333333333
"5468","Non-pandemic","Pneumonia","Service to Discharge",110,63.3333333333333
"5469","Non-pandemic","Pneumonia","Service to Discharge",111,66.6666666666667
"5470","Non-pandemic","Pneumonia","Service to Discharge",112,62
"5471","Non-pandemic","Pneumonia","Service to Discharge",113,67
"5472","Non-pandemic","Pneumonia","Service to Discharge",114,56
"5473","Non-pandemic","Pneumonia","Service to Discharge",115,58.6666666666667
"5474","Non-pandemic","Pneumonia","Service to Discharge",116,62.6666666666667
"5475","Non-pandemic","Pneumonia","Service to Discharge",117,61.3333333333333
"5476","Non-pandemic","Pneumonia","Service to Discharge",118,63.6666666666667
"5477","Non-pandemic","Pneumonia","Service to Discharge",119,58
"5478","Non-pandemic","Pneumonia","Service to Discharge",120,55.3333333333333
"5479","Non-pandemic","Pneumonia","Service to Discharge",121,58.3333333333333
"5480","Non-pandemic","Pneumonia","Service to Discharge",122,55.6666666666667
"5481","Non-pandemic","Pneumonia","Service to Discharge",123,52
"5482","Non-pandemic","Pneumonia","Service to Discharge",124,55.6666666666667
"5483","Non-pandemic","Pneumonia","Service to Discharge",125,53.6666666666667
"5484","Non-pandemic","Pneumonia","Service to Discharge",126,58
"5485","Non-pandemic","Pneumonia","Service to Discharge",127,60
"5486","Non-pandemic","Pneumonia","Service to Discharge",128,58.3333333333333
"5487","Non-pandemic","Pneumonia","Service to Discharge",129,53.6666666666667
"5488","Non-pandemic","Pneumonia","Service to Discharge",130,52
"5489","Non-pandemic","Pneumonia","Service to Discharge",131,51
"5490","Non-pandemic","Pneumonia","Service to Discharge",132,54.6666666666667
"5491","Non-pandemic","Pneumonia","Service to Discharge",133,59
"5492","Non-pandemic","Pneumonia","Service to Discharge",134,61
"5493","Non-pandemic","Pneumonia","Service to Discharge",135,53.6666666666667
"5494","Non-pandemic","Pneumonia","Service to Discharge",136,55.6666666666667
"5495","Non-pandemic","Pneumonia","Service to Discharge",137,49.6666666666667
"5496","Non-pandemic","Pneumonia","Service to Discharge",138,54
"5497","Non-pandemic","Pneumonia","Service to Discharge",139,45
"5498","Non-pandemic","Pneumonia","Service to Discharge",140,53.3333333333333
"5499","Non-pandemic","Pneumonia","Service to Discharge",141,57.3333333333333
"5500","Non-pandemic","Pneumonia","Service to Discharge",142,55.3333333333333
"5501","Non-pandemic","Pneumonia","Service to Discharge",143,55
"5502","Non-pandemic","Pneumonia","Service to Discharge",144,46.3333333333333
"5503","Non-pandemic","Pneumonia","Service to Discharge",145,50.6666666666667
"5504","Non-pandemic","Pneumonia","Service to Discharge",146,55.3333333333333
"5505","Non-pandemic","Pneumonia","Service to Discharge",147,49
"5506","Non-pandemic","Pneumonia","Service to Discharge",148,52
"5507","Non-pandemic","Pneumonia","Service to Discharge",149,44.3333333333333
"5508","Non-pandemic","Pneumonia","Service to Discharge",150,47.6666666666667
"5509","Non-pandemic","Pneumonia","Service to Discharge",151,50.3333333333333
"5510","Non-pandemic","Pneumonia","Service to Discharge",152,50.6666666666667
"5511","Non-pandemic","Pneumonia","Service to Discharge",153,48
