SVC_DT,n,DIAG,year
11/7/2007,1377,486,708
11/8/2007,1394,486,708
11/9/2007,1344,486,708
11/10/2007,964,486,708
11/11/2007,958,486,708
11/12/2007,1530,486,708
11/13/2007,1419,486,708
11/14/2007,1467,486,708
11/15/2007,1480,486,708
11/16/2007,1396,486,708
11/17/2007,1055,486,708
11/18/2007,918,486,708
11/19/2007,1541,486,708
11/20/2007,1502,486,708
11/21/2007,1483,486,708
11/22/2007,1440,486,708
11/23/2007,1451,486,708
11/24/2007,1000,486,708
11/25/2007,1047,486,708
11/26/2007,1543,486,708
11/27/2007,1418,486,708
11/28/2007,1458,486,708
11/29/2007,1465,486,708
11/30/2007,1381,486,708
12/1/2007,1051,486,708
12/2/2007,1020,486,708
12/3/2007,1452,486,708
12/4/2007,1459,486,708
12/5/2007,1390,486,708
12/6/2007,1474,486,708
12/7/2007,1422,486,708
12/8/2007,1048,486,708
12/9/2007,1045,486,708
12/10/2007,1642,486,708
12/11/2007,1468,486,708
12/12/2007,1437,486,708
12/13/2007,1508,486,708
12/14/2007,1353,486,708
12/15/2007,981,486,708
12/16/2007,943,486,708
12/17/2007,1467,486,708
12/18/2007,1433,486,708
12/19/2007,1330,486,708
12/20/2007,1542,486,708
12/21/2007,1392,486,708
12/22/2007,1047,486,708
12/23/2007,1037,486,708
12/24/2007,1279,486,708
12/25/2007,1018,486,708
12/26/2007,1204,486,708
12/27/2007,1568,486,708
12/28/2007,1521,486,708
12/29/2007,1320,486,708
12/30/2007,1256,486,708
12/31/2007,1667,486,708
1/1/2008,1315,486,708
1/2/2008,1805,486,708
1/3/2008,1746,486,708
1/4/2008,1890,486,708
1/5/2008,1457,486,708
1/6/2008,1417,486,708
1/7/2008,2020,486,708
1/8/2008,1959,486,708
1/9/2008,1803,486,708
1/10/2008,1872,486,708
1/11/2008,1727,486,708
1/12/2008,1356,486,708
1/13/2008,1273,486,708
1/14/2008,1853,486,708
1/15/2008,1770,486,708
1/16/2008,1670,486,708
1/17/2008,1752,486,708
1/18/2008,1534,486,708
1/19/2008,1175,486,708
1/20/2008,1183,486,708
1/21/2008,1675,486,708
1/22/2008,1616,486,708
1/23/2008,1628,486,708
1/24/2008,1641,486,708
1/25/2008,1630,486,708
1/26/2008,1146,486,708
1/27/2008,1119,486,708
1/28/2008,1774,486,708
1/29/2008,1733,486,708
1/30/2008,1668,486,708
1/31/2008,1654,486,708
2/1/2008,1485,486,708
2/2/2008,1199,486,708
2/3/2008,1174,486,708
2/4/2008,1962,486,708
2/5/2008,1865,486,708
2/6/2008,1771,486,708
2/7/2008,1735,486,708
2/8/2008,1733,486,708
2/9/2008,1305,486,708
2/10/2008,1184,486,708
2/11/2008,1797,486,708
2/12/2008,1687,486,708
2/13/2008,1608,486,708
2/14/2008,1723,486,708
2/15/2008,1636,486,708
2/16/2008,1275,486,708
2/17/2008,1134,486,708
2/18/2008,1443,486,708
2/19/2008,1770,486,708
2/20/2008,1755,486,708
2/21/2008,1667,486,708
2/22/2008,1635,486,708
2/23/2008,1144,486,708
2/24/2008,1089,486,708
2/25/2008,1804,486,708
2/26/2008,1712,486,708
2/27/2008,1697,486,708
2/28/2008,1769,486,708
2/29/2008,1647,486,708
3/1/2008,1282,486,708
3/2/2008,1197,486,708
3/3/2008,1809,486,708
3/4/2008,1791,486,708
3/5/2008,1669,486,708
3/6/2008,1713,486,708
3/7/2008,1699,486,708
3/8/2008,1251,486,708
3/9/2008,1264,486,708
3/10/2008,1753,486,708
3/11/2008,1761,486,708
3/12/2008,1724,486,708
3/13/2008,1716,486,708
3/14/2008,1668,486,708
3/15/2008,1312,486,708
3/16/2008,1187,486,708
3/17/2008,1795,486,708
3/18/2008,1690,486,708
3/19/2008,1741,486,708
3/20/2008,1824,486,708
3/21/2008,1371,486,708
3/22/2008,1394,486,708
3/23/2008,1381,486,708
3/24/2008,1756,486,708
3/25/2008,1842,486,708
3/26/2008,1788,486,708
3/27/2008,1717,486,708
3/28/2008,1687,486,708
3/29/2008,1268,486,708
3/30/2008,1352,486,708
3/31/2008,1966,486,708
4/1/2008,1813,486,708
4/2/2008,1802,486,708
4/3/2008,1782,486,708
4/4/2008,1748,486,708
4/5/2008,1411,486,708
4/6/2008,1333,486,708
4/7/2008,1829,486,708
4/8/2008,1756,486,708
4/9/2008,1789,486,708
4/10/2008,1826,486,708
4/11/2008,1761,486,708
4/12/2008,1270,486,708
4/13/2008,1257,486,708
4/14/2008,1855,486,708
4/15/2008,1773,486,708
4/16/2008,1674,486,708
4/17/2008,1735,486,708
4/18/2008,1783,486,708
4/19/2008,1325,486,708
4/20/2008,1323,486,708
4/21/2008,1920,486,708
4/22/2008,1729,486,708
4/23/2008,1729,486,708
4/24/2008,1689,486,708
4/25/2008,1705,486,708
4/26/2008,1224,486,708
4/27/2008,1178,486,708
4/28/2008,1801,486,708
4/29/2008,1604,486,708
4/30/2008,1526,486,708
5/1/2008,1499,486,708
5/2/2008,1515,486,708
5/3/2008,1206,486,708
5/4/2008,1150,486,708
5/5/2008,1678,486,708
5/6/2008,1542,486,708
5/7/2008,1435,486,708
5/8/2008,1438,486,708
5/9/2008,1429,486,708
5/10/2008,1031,486,708
5/11/2008,1056,486,708
5/12/2008,1510,486,708
5/13/2008,1489,486,708
5/14/2008,1477,486,708
5/15/2008,1488,486,708
5/16/2008,1468,486,708
5/17/2008,1073,486,708
5/18/2008,1050,486,708
5/19/2008,1200,486,708
5/20/2008,1585,486,708
5/21/2008,1435,486,708
5/22/2008,1469,486,708
5/23/2008,1390,486,708
5/24/2008,1005,486,708
5/25/2008,1039,486,708
5/26/2008,1504,486,708
5/27/2008,1383,486,708
5/28/2008,1375,486,708
5/29/2008,1421,486,708
5/30/2008,1345,486,708
5/31/2008,1040,486,708
6/1/2008,937,486,708
6/2/2008,1381,486,708
6/3/2008,1324,486,708
6/4/2008,1276,486,708
6/5/2008,1274,486,708
6/6/2008,1319,486,708
6/7/2008,930,486,708
6/8/2008,924,486,708
6/9/2008,1364,486,708
6/10/2008,1256,486,708
6/11/2008,1169,486,708
6/12/2008,1181,486,708
6/13/2008,1171,486,708
6/14/2008,918,486,708
6/15/2008,817,486,708
6/16/2008,1312,486,708
6/17/2008,1234,486,708
6/18/2008,1097,486,708
6/19/2008,1166,486,708
6/20/2008,1142,486,708
6/21/2008,810,486,708
6/22/2008,847,486,708
6/23/2008,1162,486,708
6/24/2008,1155,486,708
6/25/2008,1132,486,708
6/26/2008,1152,486,708
6/27/2008,1165,486,708
6/28/2008,927,486,708
6/29/2008,810,486,708
6/30/2008,1101,486,708
7/1/2007,9,487,708
7/2/2007,9,487,708
7/3/2007,31,487,708
7/4/2007,29,487,708
7/5/2007,32,487,708
7/6/2007,14,487,708
7/7/2007,14,487,708
7/8/2007,10,487,708
7/9/2007,27,487,708
7/10/2007,23,487,708
7/11/2007,11,487,708
7/12/2007,21,487,708
7/13/2007,13,487,708
7/14/2007,23,487,708
7/15/2007,14,487,708
7/16/2007,14,487,708
7/17/2007,15,487,708
7/18/2007,15,487,708
7/19/2007,17,487,708
7/20/2007,16,487,708
7/21/2007,6,487,708
7/22/2007,9,487,708
7/23/2007,32,487,708
7/24/2007,14,487,708
7/25/2007,9,487,708
7/26/2007,15,487,708
7/27/2007,15,487,708
7/28/2007,26,487,708
7/31/2007,15,487,708
8/1/2007,28,487,708
8/2/2007,19,487,708
8/3/2007,14,487,708
8/4/2007,9,487,708
8/5/2007,5,487,708
8/6/2007,9,487,708
8/7/2007,30,487,708
8/8/2007,38,487,708
8/9/2007,31,487,708
8/10/2007,21,487,708
8/11/2007,21,487,708
8/12/2007,16,487,708
8/13/2007,19,487,708
8/14/2007,19,487,708
8/15/2007,20,487,708
8/16/2007,20,487,708
8/17/2007,12,487,708
8/18/2007,9,487,708
8/19/2007,5,487,708
8/20/2007,32,487,708
8/21/2007,17,487,708
8/22/2007,20,487,708
8/23/2007,16,487,708
8/24/2007,12,487,708
8/26/2007,17,487,708
8/28/2007,15,487,708
8/29/2007,41,487,708
8/30/2007,20,487,708
8/31/2007,14,487,708
9/1/2007,6,487,708
9/2/2007,7,487,708
9/3/2007,8,487,708
9/4/2007,19,487,708
9/5/2007,22,487,708
9/6/2007,21,487,708
9/7/2007,14,487,708
9/8/2007,11,487,708
9/9/2007,11,487,708
9/10/2007,30,487,708
9/11/2007,35,487,708
9/12/2007,16,487,708
9/13/2007,16,487,708
9/14/2007,24,487,708
9/15/2007,13,487,708
9/16/2007,15,487,708
9/17/2007,29,487,708
9/18/2007,24,487,708
9/19/2007,26,487,708
9/20/2007,30,487,708
9/21/2007,32,487,708
9/22/2007,11,487,708
9/23/2007,8,487,708
9/24/2007,25,487,708
9/25/2007,35,487,708
9/26/2007,26,487,708
9/27/2007,23,487,708
9/28/2007,31,487,708
9/29/2007,24,487,708
9/30/2007,8,487,708
10/1/2007,54,487,708
10/2/2007,33,487,708
10/3/2007,34,487,708
10/4/2007,27,487,708
10/5/2007,19,487,708
10/6/2007,40,487,708
10/7/2007,17,487,708
10/8/2007,13,487,708
10/9/2007,38,487,708
10/10/2007,36,487,708
10/11/2007,33,487,708
10/12/2007,19,487,708
10/13/2007,18,487,708
10/14/2007,14,487,708
10/15/2007,37,487,708
10/16/2007,46,487,708
10/17/2007,72,487,708
10/18/2007,72,487,708
10/19/2007,93,487,708
10/20/2007,24,487,708
10/21/2007,20,487,708
10/22/2007,175,487,708
10/23/2007,279,487,708
10/24/2007,474,487,708
10/25/2007,494,487,708
10/26/2007,365,487,708
10/27/2007,83,487,708
10/28/2007,9,487,708
10/29/2007,558,487,708
10/30/2007,579,487,708
10/31/2007,611,487,708
11/1/2007,1163,487,708
11/2/2007,495,487,708
11/3/2007,133,487,708
11/4/2007,33,487,708
11/5/2007,926,487,708
11/6/2007,1104,487,708
11/7/2007,1130,487,708
11/8/2007,891,487,708
11/9/2007,746,487,708
11/10/2007,312,487,708
11/11/2007,101,487,708
11/12/2007,866,487,708
11/13/2007,979,487,708
11/14/2007,907,487,708
11/15/2007,758,487,708
11/16/2007,538,487,708
11/17/2007,219,487,708
11/18/2007,36,487,708
11/19/2007,629,487,708
11/20/2007,691,487,708
11/21/2007,742,487,708
11/22/2007,439,487,708
11/23/2007,278,487,708
11/24/2007,96,487,708
11/25/2007,35,487,708
11/26/2007,436,487,708
11/27/2007,387,487,708
11/28/2007,394,487,708
11/29/2007,402,487,708
11/30/2007,301,487,708
12/1/2007,151,487,708
12/2/2007,24,487,708
12/3/2007,598,487,708
12/4/2007,247,487,708
12/5/2007,261,487,708
12/6/2007,314,487,708
12/7/2007,157,487,708
12/8/2007,52,487,708
12/9/2007,52,487,708
12/10/2007,230,487,708
12/11/2007,224,487,708
12/12/2007,231,487,708
12/13/2007,201,487,708
12/14/2007,132,487,708
12/15/2007,92,487,708
12/16/2007,21,487,708
12/17/2007,134,487,708
12/18/2007,170,487,708
12/19/2007,185,487,708
12/20/2007,175,487,708
12/21/2007,333,487,708
12/22/2007,30,487,708
12/23/2007,30,487,708
12/24/2007,54,487,708
12/25/2007,15,487,708
12/26/2007,43,487,708
12/27/2007,90,487,708
12/28/2007,122,487,708
12/29/2007,45,487,708
12/30/2007,66,487,708
12/31/2007,46,487,708
1/1/2008,30,487,708
1/2/2008,91,487,708
1/3/2008,84,487,708
1/4/2008,117,487,708
1/5/2008,60,487,708
1/6/2008,39,487,708
1/7/2008,100,487,708
1/8/2008,113,487,708
1/9/2008,114,487,708
1/10/2008,87,487,708
1/11/2008,76,487,708
1/12/2008,35,487,708
1/13/2008,30,487,708
1/14/2008,82,487,708
1/15/2008,94,487,708
1/16/2008,94,487,708
1/17/2008,82,487,708
1/18/2008,89,487,708
1/19/2008,20,487,708
1/20/2008,21,487,708
1/21/2008,77,487,708
1/22/2008,92,487,708
1/23/2008,63,487,708
1/24/2008,104,487,708
1/25/2008,80,487,708
1/26/2008,39,487,708
1/27/2008,33,487,708
1/28/2008,82,487,708
1/29/2008,83,487,708
1/30/2008,85,487,708
1/31/2008,91,487,708
2/1/2008,43,487,708
2/2/2008,20,487,708
2/3/2008,21,487,708
2/4/2008,75,487,708
2/5/2008,52,487,708
2/6/2008,53,487,708
2/7/2008,49,487,708
2/8/2008,53,487,708
2/9/2008,22,487,708
2/10/2008,25,487,708
2/11/2008,78,487,708
2/12/2008,60,487,708
2/13/2008,64,487,708
2/14/2008,55,487,708
2/15/2008,55,487,708
2/16/2008,30,487,708
2/17/2008,27,487,708
2/18/2008,42,487,708
2/19/2008,73,487,708
2/20/2008,81,487,708
2/21/2008,61,487,708
2/22/2008,62,487,708
2/23/2008,47,487,708
2/24/2008,39,487,708
2/25/2008,72,487,708
2/26/2008,89,487,708
2/27/2008,64,487,708
2/28/2008,64,487,708
2/29/2008,65,487,708
3/1/2008,32,487,708
3/2/2008,25,487,708
3/3/2008,85,487,708
3/4/2008,78,487,708
3/5/2008,66,487,708
3/6/2008,69,487,708
3/7/2008,85,487,708
3/8/2008,29,487,708
3/9/2008,37,487,708
3/10/2008,113,487,708
3/11/2008,71,487,708
3/12/2008,82,487,708
3/13/2008,102,487,708
3/14/2008,80,487,708
3/15/2008,37,487,708
3/16/2008,42,487,708
3/17/2008,113,487,708
3/18/2008,94,487,708
3/19/2008,86,487,708
3/20/2008,86,487,708
3/21/2008,62,487,708
3/22/2008,128,487,708
3/23/2008,32,487,708
3/24/2008,79,487,708
3/25/2008,118,487,708
3/26/2008,81,487,708
3/27/2008,74,487,708
3/28/2008,77,487,708
3/29/2008,66,487,708
3/30/2008,45,487,708
3/31/2008,110,487,708
4/1/2008,69,487,708
4/2/2008,65,487,708
4/3/2008,56,487,708
4/4/2008,68,487,708
4/5/2008,49,487,708
4/6/2008,55,487,708
4/7/2008,98,487,708
4/8/2008,89,487,708
4/9/2008,73,487,708
4/10/2008,69,487,708
4/11/2008,63,487,708
4/12/2008,44,487,708
4/13/2008,29,487,708
4/14/2008,86,487,708
4/15/2008,78,487,708
4/16/2008,75,487,708
4/17/2008,72,487,708
4/18/2008,76,487,708
4/19/2008,32,487,708
4/20/2008,32,487,708
4/21/2008,97,487,708
4/22/2008,66,487,708
4/23/2008,61,487,708
4/24/2008,46,487,708
4/25/2008,40,487,708
4/26/2008,31,487,708
4/27/2008,17,487,708
4/28/2008,59,487,708
4/29/2008,48,487,708
4/30/2008,78,487,708
5/1/2008,31,487,708
5/2/2008,39,487,708
5/3/2008,28,487,708
5/4/2008,16,487,708
5/5/2008,31,487,708
5/6/2008,32,487,708
5/7/2008,23,487,708
5/8/2008,28,487,708
5/9/2008,15,487,708
5/10/2008,12,487,708
5/11/2008,22,487,708
5/12/2008,39,487,708
5/13/2008,38,487,708
5/14/2008,35,487,708
5/15/2008,28,487,708
5/16/2008,22,487,708
5/17/2008,25,487,708
5/18/2008,14,487,708
5/19/2008,16,487,708
5/20/2008,34,487,708
5/21/2008,38,487,708
5/22/2008,19,487,708
5/23/2008,19,487,708
5/24/2008,5,487,708
5/25/2008,12,487,708
5/26/2008,18,487,708
5/27/2008,23,487,708
5/28/2008,23,487,708
5/29/2008,27,487,708
5/30/2008,25,487,708
5/31/2008,11,487,708
6/1/2008,16,487,708
6/2/2008,27,487,708
6/3/2008,24,487,708
6/4/2008,28,487,708
6/5/2008,17,487,708
6/6/2008,18,487,708
6/7/2008,7,487,708
6/8/2008,8,487,708
6/9/2008,22,487,708
6/10/2008,25,487,708
6/11/2008,13,487,708
6/12/2008,20,487,708
6/13/2008,34,487,708
6/14/2008,12,487,708
6/16/2008,20,487,708
6/17/2008,23,487,708
6/18/2008,16,487,708
6/19/2008,19,487,708
6/20/2008,12,487,708
6/21/2008,10,487,708
6/22/2008,17,487,708
6/23/2008,13,487,708
6/24/2008,18,487,708
6/25/2008,20,487,708
6/26/2008,17,487,708
6/27/2008,18,487,708
6/28/2008,14,487,708
6/29/2008,15,487,708
7/1/2008,197,460,809
7/2/2008,945,460,809
7/3/2008,941,460,809
7/4/2008,653,460,809
7/5/2008,423,460,809
7/6/2008,239,460,809
7/7/2008,969,460,809
7/8/2008,794,460,809
7/9/2008,669,460,809
7/10/2008,766,460,809
7/11/2008,632,460,809
7/12/2008,325,460,809
7/13/2008,229,460,809
7/14/2008,912,460,809
7/15/2008,829,460,809
7/16/2008,629,460,809
7/17/2008,715,460,809
7/18/2008,546,460,809
7/19/2008,273,460,809
7/20/2008,228,460,809
7/21/2008,858,460,809
7/22/2008,761,460,809
7/23/2008,610,460,809
7/24/2008,741,460,809
7/25/2008,599,460,809
7/26/2008,329,460,809
7/27/2008,188,460,809
7/28/2008,835,460,809
7/29/2008,752,460,809
7/30/2008,652,460,809
7/31/2008,700,460,809
8/1/2008,545,460,809
8/2/2008,273,460,809
8/3/2008,175,460,809
8/4/2008,211,460,809
8/5/2008,823,460,809
8/6/2008,654,460,809
8/7/2008,738,460,809
8/8/2008,624,460,809
8/9/2008,316,460,809
8/10/2008,201,460,809
8/11/2008,829,460,809
8/12/2008,757,460,809
8/13/2008,598,460,809
8/14/2008,695,460,809
8/15/2008,570,460,809
8/16/2008,302,460,809
8/17/2008,177,460,809
8/18/2008,777,460,809
8/19/2008,689,460,809
8/20/2008,631,460,809
8/21/2008,652,460,809
8/22/2008,577,460,809
8/23/2008,333,460,809
8/24/2008,220,460,809
8/25/2008,876,460,809
8/26/2008,830,460,809
8/27/2008,754,460,809
8/28/2008,801,460,809
8/29/2008,646,460,809
8/30/2008,354,460,809
8/31/2008,244,460,809
9/1/2008,170,460,809
9/2/2008,1028,460,809
9/3/2008,812,460,809
9/4/2008,867,460,809
9/5/2008,749,460,809
9/6/2008,406,460,809
9/7/2008,253,460,809
9/8/2008,1071,460,809
9/9/2008,977,460,809
9/10/2008,913,460,809
9/11/2008,1015,460,809
9/12/2008,889,460,809
9/13/2008,470,460,809
9/14/2008,311,460,809
9/15/2008,1317,460,809
9/16/2008,1333,460,809
9/17/2008,1076,460,809
9/18/2008,1290,460,809
9/19/2008,1162,460,809
9/20/2008,631,460,809
9/21/2008,425,460,809
9/22/2008,1642,460,809
9/23/2008,1473,460,809
9/24/2008,1297,460,809
9/25/2008,1391,460,809
9/26/2008,1204,460,809
9/27/2008,632,460,809
9/28/2008,422,460,809
9/29/2008,1670,460,809
9/30/2008,1450,460,809
10/1/2008,1195,460,809
10/2/2008,1414,460,809
10/3/2008,1206,460,809
10/4/2008,733,460,809
10/5/2008,413,460,809
10/6/2008,1757,460,809
10/7/2008,1658,460,809
10/8/2008,1361,460,809
10/9/2008,1413,460,809
10/10/2008,1234,460,809
10/11/2008,670,460,809
10/12/2008,419,460,809
10/13/2008,283,460,809
10/14/2008,1762,460,809
10/15/2008,1496,460,809
10/16/2008,1585,460,809
10/17/2008,1331,460,809
10/18/2008,742,460,809
10/19/2008,421,460,809
10/20/2008,1903,460,809
10/21/2008,1528,460,809
10/22/2008,1359,460,809
10/23/2008,1476,460,809
10/24/2008,1209,460,809
10/25/2008,672,460,809
10/26/2008,403,460,809
10/27/2008,1732,460,809
10/28/2008,1505,460,809
10/29/2008,1255,460,809
10/30/2008,1450,460,809
10/31/2008,1106,460,809
11/1/2008,666,460,809
11/2/2008,440,460,809
11/3/2008,1794,460,809
11/4/2008,1572,460,809
11/5/2008,1306,460,809
11/6/2008,1514,460,809
11/7/2008,1232,460,809
11/8/2008,677,460,809
11/9/2008,371,460,809
11/10/2008,1751,460,809
11/11/2008,1579,460,809
11/12/2008,1411,460,809
11/13/2008,1513,460,809
11/14/2008,1303,460,809
11/15/2008,643,460,809
11/16/2008,438,460,809
11/17/2008,1824,460,809
11/18/2008,1568,460,809
11/19/2008,1297,460,809
11/20/2008,1528,460,809
11/21/2008,1197,460,809
11/22/2008,692,460,809
11/23/2008,383,460,809
11/24/2008,1965,460,809
11/25/2008,1540,460,809
11/26/2008,1327,460,809
11/27/2008,1575,460,809
11/28/2008,1209,460,809
11/29/2008,708,460,809
11/30/2008,511,460,809
12/1/2008,1880,460,809
12/2/2008,1645,460,809
12/3/2008,1458,460,809
12/4/2008,1657,460,809
12/5/2008,1363,460,809
12/6/2008,784,460,809
12/7/2008,459,460,809
12/8/2008,1863,460,809
12/9/2008,1592,460,809
12/10/2008,1441,460,809
12/11/2008,1698,460,809
12/12/2008,1360,460,809
12/13/2008,745,460,809
12/14/2008,540,460,809
12/15/2008,2052,460,809
12/16/2008,1749,460,809
12/17/2008,1471,460,809
12/18/2008,1763,460,809
12/19/2008,789,460,809
12/20/2008,801,460,809
12/21/2008,474,460,809
12/22/2008,2053,460,809
12/23/2008,1805,460,809
12/24/2008,820,460,809
12/25/2008,232,460,809
12/26/2008,582,460,809
12/27/2008,954,460,809
12/28/2008,668,460,809
12/29/2008,2224,460,809
12/30/2008,2074,460,809
12/31/2008,1053,460,809
1/1/2009,423,460,809
1/2/2009,1711,460,809
1/3/2009,1086,460,809
1/4/2009,686,460,809
1/5/2009,2750,460,809
1/6/2009,2288,460,809
1/7/2009,1576,460,809
1/8/2009,2019,460,809
1/9/2009,1687,460,809
1/10/2009,890,460,809
1/11/2009,504,460,809
1/12/2009,2247,460,809
1/13/2009,1745,460,809
1/14/2009,1438,460,809
1/15/2009,1589,460,809
1/16/2009,1399,460,809
1/17/2009,775,460,809
1/18/2009,504,460,809
1/19/2009,2042,460,809
1/20/2009,1772,460,809
1/21/2009,1637,460,809
1/22/2009,1744,460,809
1/23/2009,1488,460,809
1/24/2009,797,460,809
1/25/2009,560,460,809
1/26/2009,2076,460,809
1/27/2009,1858,460,809
1/28/2009,1298,460,809
1/29/2009,1758,460,809
1/30/2009,1518,460,809
1/31/2009,906,460,809
2/1/2009,594,460,809
2/2/2009,2305,460,809
2/3/2009,1924,460,809
2/4/2009,1672,460,809
2/5/2009,1828,460,809
2/6/2009,1689,460,809
2/7/2009,950,460,809
2/8/2009,643,460,809
2/9/2009,2359,460,809
2/10/2009,2024,460,809
2/11/2009,1833,460,809
2/12/2009,1973,460,809
2/13/2009,1642,460,809
2/14/2009,1031,460,809
2/15/2009,763,460,809
2/16/2009,723,460,809
2/17/2009,2505,460,809
2/18/2009,1884,460,809
2/19/2009,2097,460,809
2/20/2009,1739,460,809
2/21/2009,1039,460,809
2/22/2009,644,460,809
2/23/2009,2352,460,809
2/24/2009,2214,460,809
2/25/2009,1772,460,809
2/26/2009,1911,460,809
2/27/2009,1613,460,809
2/28/2009,868,460,809
3/1/2009,653,460,809
3/2/2009,2307,460,809
3/3/2009,1954,460,809
3/4/2009,1798,460,809
3/5/2009,2032,460,809
3/6/2009,1782,460,809
3/7/2009,1011,460,809
3/8/2009,647,460,809
3/9/2009,2268,460,809
3/10/2009,2099,460,809
3/11/2009,1718,460,809
3/12/2009,1925,460,809
3/13/2009,1649,460,809
3/14/2009,932,460,809
3/15/2009,555,460,809
3/16/2009,2067,460,809
3/17/2009,1764,460,809
3/18/2009,1643,460,809
3/19/2009,1612,460,809
3/20/2009,1580,460,809
3/21/2009,928,460,809
3/22/2009,649,460,809
3/23/2009,2324,460,809
3/24/2009,1926,460,809
3/25/2009,1614,460,809
3/26/2009,1778,460,809
3/27/2009,1457,460,809
3/28/2009,798,460,809
3/29/2009,587,460,809
3/30/2009,1964,460,809
3/31/2009,1754,460,809
4/1/2009,984,460,809
4/2/2009,1146,460,809
4/3/2009,963,460,809
4/4/2009,511,460,809
4/5/2009,346,460,809
4/6/2009,1283,460,809
4/7/2009,1160,460,809
4/8/2009,1074,460,809
4/9/2009,1198,460,809
4/10/2009,246,460,809
4/11/2009,580,460,809
4/12/2009,302,460,809
4/13/2009,1108,460,809
4/14/2009,1350,460,809
4/15/2009,1219,460,809
4/16/2009,1290,460,809
4/17/2009,1088,460,809
4/18/2009,562,460,809
4/19/2009,347,460,809
4/20/2009,1314,460,809
4/21/2009,1182,460,809
4/22/2009,982,460,809
4/23/2009,1128,460,809
4/24/2009,984,460,809
4/25/2009,511,460,809
4/26/2009,332,460,809
4/27/2009,1359,460,809
4/28/2009,1222,460,809
4/29/2009,1163,460,809
4/30/2009,1271,460,809
5/1/2009,1003,460,809
5/2/2009,546,460,809
5/3/2009,359,460,809
5/4/2009,1552,460,809
5/5/2009,1308,460,809
5/6/2009,1069,460,809
5/7/2009,1065,460,809
5/8/2009,853,460,809
5/9/2009,547,460,809
5/10/2009,358,460,809
5/11/2009,1357,460,809
5/12/2009,1218,460,809
5/13/2009,1045,460,809
5/14/2009,1157,460,809
5/15/2009,909,460,809
5/16/2009,514,460,809
5/17/2009,371,460,809
5/18/2009,281,460,809
5/19/2009,1468,460,809
5/20/2009,1055,460,809
5/21/2009,1085,460,809
5/22/2009,937,460,809
5/23/2009,532,460,809
5/24/2009,318,460,809
5/25/2009,1320,460,809
5/26/2009,1175,460,809
5/27/2009,958,460,809
5/28/2009,942,460,809
5/29/2009,875,460,809
5/30/2009,492,460,809
5/31/2009,339,460,809
6/1/2009,1201,460,809
6/2/2009,1002,460,809
6/3/2009,855,460,809
6/4/2009,1072,460,809
6/5/2009,899,460,809
6/6/2009,485,460,809
6/7/2009,362,460,809
6/8/2009,1236,460,809
6/9/2009,1103,460,809
6/10/2009,889,460,809
6/11/2009,1063,460,809
6/12/2009,876,460,809
6/13/2009,487,460,809
6/14/2009,362,460,809
6/15/2009,1288,460,809
6/16/2009,1060,460,809
6/17/2009,894,460,809
6/18/2009,979,460,809
6/19/2009,788,460,809
6/20/2009,458,460,809
6/21/2009,282,460,809
6/22/2009,1077,460,809
6/23/2009,884,460,809
6/24/2009,841,460,809
6/25/2009,867,460,809
6/26/2009,775,460,809
6/27/2009,399,460,809
6/28/2009,311,460,809
6/29/2009,1050,460,809
6/30/2009,913,460,809
7/1/2008,32,461,809
7/2/2008,177,461,809
7/3/2008,209,461,809
7/4/2008,138,461,809
7/5/2008,59,461,809
7/6/2008,38,461,809
7/7/2008,225,461,809
7/8/2008,186,461,809
7/9/2008,152,461,809
7/10/2008,163,461,809
7/11/2008,132,461,809
7/12/2008,57,461,809
7/13/2008,32,461,809
7/14/2008,182,461,809
7/15/2008,169,461,809
7/16/2008,133,461,809
7/17/2008,144,461,809
7/18/2008,121,461,809
7/19/2008,35,461,809
7/20/2008,33,461,809
7/21/2008,158,461,809
7/22/2008,155,461,809
7/23/2008,142,461,809
7/24/2008,138,461,809
7/25/2008,100,461,809
7/26/2008,47,461,809
7/27/2008,18,461,809
7/28/2008,135,461,809
7/29/2008,148,461,809
7/30/2008,139,461,809
7/31/2008,154,461,809
8/1/2008,82,461,809
8/2/2008,41,461,809
8/3/2008,37,461,809
8/4/2008,35,461,809
8/5/2008,145,461,809
8/6/2008,123,461,809
8/7/2008,144,461,809
8/8/2008,132,461,809
8/9/2008,59,461,809
8/10/2008,23,461,809
8/11/2008,156,461,809
8/12/2008,133,461,809
8/13/2008,129,461,809
8/14/2008,128,461,809
8/15/2008,111,461,809
8/16/2008,46,461,809
8/17/2008,30,461,809
8/18/2008,129,461,809
8/19/2008,151,461,809
8/20/2008,129,461,809
8/21/2008,101,461,809
8/22/2008,98,461,809
8/23/2008,38,461,809
8/24/2008,40,461,809
8/25/2008,189,461,809
8/26/2008,167,461,809
8/27/2008,150,461,809
8/28/2008,117,461,809
8/29/2008,96,461,809
8/30/2008,44,461,809
8/31/2008,34,461,809
9/1/2008,33,461,809
9/2/2008,184,461,809
9/3/2008,149,461,809
9/4/2008,178,461,809
9/5/2008,121,461,809
9/6/2008,57,461,809
9/7/2008,33,461,809
9/8/2008,192,461,809
9/9/2008,175,461,809
9/10/2008,167,461,809
9/11/2008,180,461,809
9/12/2008,129,461,809
9/13/2008,81,461,809
9/14/2008,47,461,809
9/15/2008,205,461,809
9/16/2008,174,461,809
9/17/2008,194,461,809
9/18/2008,227,461,809
9/19/2008,134,461,809
9/20/2008,97,461,809
